Amount,Transaction ID,repayment,Date-Time
42983.33,6616,981.0,2008-07-05 04:36:58
85396.51,7329,753.4,2008-02-29 20:59:20
37161.24,9678,882.75,2008-06-15 23:45:37
18472.53,6170,925.77,2008-01-14 18:39:18
76854.7,7836,459.4,2008-12-15 03:05:24
10568.47,7760,487.67,2008-10-31 09:02:29
75318.22,7623,518.2,2008-09-14 01:54:46
13635.51,5627,367.4,2008-08-28 23:54:25
43347.58,8468,433.99,2008-01-21 00:40:27
34754.21,8770,944.66,2008-10-08 07:08:21
82457.5,5495,515.75,2008-06-28 20:00:56
13861.93,4054,584.22,2008-04-28 03:57:13
63221.12,6518,764.12,2008-01-19 01:31:43
99413.71,8906,920.76,2008-08-11 15:20:54
87228.75,7501,986.6,2008-08-30 09:26:50
38351.58,6199,224.87,2008-12-25 00:23:18
91541.25,5572,631.79,2008-09-21 03:29:26
93729.47,8407,711.59,2008-10-13 16:34:56
22861.34,9056,322.71,2008-01-20 23:15:30
27478.51,9749,272.54,2008-01-09 11:40:16
60541.26,7607,163.15,2008-02-12 03:30:56
11975.35,7398,975.66,2008-12-13 11:13:25
11571.9,9650,776.43,2008-04-09 10:16:41
22028.75,4688,374.58,2008-01-07 19:21:31
79694.38,7248,464.38,2008-11-15 15:58:28
10912.3,8536,862.81,2008-03-16 05:53:05
97340.69,4937,803.15,2008-01-31 01:47:26
95424.58,5318,240.3,2008-11-03 14:07:27
80835.5,7177,413.2,2008-01-02 20:34:24
37221.5,8571,953.61,2008-01-29 03:46:45
96408.57,8445,274.54,2008-06-14 02:04:36
40466.61,8447,914.93,2008-12-17 05:34:37
71137.5,8206,264.17,2008-08-13 00:32:55
95181.67,5362,677.95,2008-03-15 17:14:21
69476.42,4681,165.93,2008-09-03 15:24:01
97190.32,8161,316.56,2008-12-10 11:21:07
28099.39,7505,934.72,2008-09-11 22:10:13
57044.39,4107,757.85,2008-10-02 03:49:30
89636.27,6571,106.98,2008-05-11 22:33:05
35629.38,8996,772.1,2008-01-17 02:29:24
68740.53,9306,523.72,2008-10-23 21:05:13
99186.3,5167,915.91,2008-03-19 00:25:21
45361.8,4000,159.88,2008-01-18 23:32:28
66234.41,9191,908.7,2008-12-15 10:09:13
67820.3,9652,175.38,2008-08-31 06:05:46
95523.41,5649,464.28,2008-05-26 13:19:27
81613.93,4464,852.21,2008-03-06 05:29:47
98030.63,6296,822.65,2008-04-06 03:34:59
90529.85,7855,383.67,2008-02-18 07:17:01
20789.6,8953,696.53,2008-02-02 16:41:14
24104.13,6716,893.47,2008-08-14 00:54:17
60617.86,5243,138.3,2008-05-10 14:47:18
31364.44,4521,934.3,2008-04-15 10:19:03
71541.33,6081,586.41,2008-04-15 17:23:39
75407.64,9215,569.52,2008-05-25 23:56:44
62654.0,8866,670.92,2008-01-27 16:07:28
99185.1,7700,671.73,2008-06-28 21:03:33
35962.81,6160,122.95,2008-11-15 15:41:17
12446.83,8556,344.88,2008-03-03 01:10:38
21416.64,9551,541.88,2008-11-10 17:08:04
81237.69,4766,639.56,2008-03-27 21:41:16
65817.88,7415,501.69,2008-11-21 18:38:56
12209.5,8715,177.76,2008-08-15 21:10:31
18070.73,5300,402.33,2008-02-15 04:46:47
99095.6,5603,273.1,2008-07-18 19:22:19
21156.59,6986,686.48,2008-10-12 11:59:43
32149.25,8784,539.79,2008-04-13 09:47:51
24139.19,5669,518.0,2008-02-22 14:05:37
98545.89,6066,605.11,2008-06-20 03:34:22
68777.79,6574,525.99,2008-10-25 22:41:43
57161.7,5756,659.33,2008-07-12 16:54:45
97607.19,8804,295.87,2008-04-25 13:15:28
61099.17,4268,216.38,2008-06-20 01:52:37
36587.83,8343,830.69,2008-10-06 21:46:18
27459.9,5551,187.44,2008-09-04 15:04:46
30322.46,7164,703.52,2008-04-07 23:15:03
28762.16,8862,376.3,2008-11-22 00:38:00
48830.19,4492,918.69,2008-06-12 03:02:54
65203.18,9782,752.57,2008-10-01 07:55:13
64259.67,6987,106.68,2008-11-09 06:55:18
48066.46,7549,938.21,2008-11-03 00:36:20
86249.0,7941,969.3,2008-03-22 19:15:06
80554.3,6321,163.17,2008-05-03 06:57:22
84488.44,6830,132.16,2008-07-10 01:28:06
19240.58,9921,214.47,2008-11-16 08:13:19
91424.58,6179,185.47,2008-03-01 16:17:52
22858.4,6915,412.75,2008-02-21 20:34:01
51540.62,4924,107.82,2008-10-27 17:42:58
39034.94,7859,512.97,2008-03-03 04:57:39
89016.82,4940,140.55,2008-01-30 05:09:17
43744.35,9966,577.2,2008-03-14 11:38:12
96149.4,4920,694.9,2008-11-21 12:10:33
87146.97,4074,896.91,2008-07-07 10:00:10
84472.31,8150,697.63,2008-05-24 16:08:36
35259.39,8533,896.2,2008-08-20 14:51:59
66486.39,5228,749.33,2008-12-10 03:38:26
20190.27,9292,557.83,2008-11-17 08:12:33
74493.37,9978,295.2,2008-09-14 01:06:45
28212.71,8561,156.24,2008-11-22 16:48:02
93422.2,8170,654.96,2008-04-01 22:10:54
61763.91,7482,441.74,2008-12-09 07:30:05
61700.89,5418,369.89,2008-10-10 07:55:25
25357.45,5750,519.34,2008-12-26 00:55:37
57713.4,7767,907.73,2008-01-30 19:09:43
42765.21,8528,455.84,2008-12-20 21:47:11
91822.79,4185,551.87,2008-12-31 09:46:03
58955.4,5203,565.15,2008-12-10 03:40:09
69048.66,9141,147.33,2008-01-30 03:14:01
20092.7,7253,631.66,2008-07-21 15:14:05
21582.33,6068,787.9,2008-10-10 20:28:36
74736.79,6689,909.48,2008-10-26 11:25:38
93327.1,9030,402.45,2008-02-18 09:40:47
21395.61,9979,955.14,2008-03-29 14:19:15
83527.49,6007,961.89,2008-06-05 11:12:18
49559.44,9310,320.89,2008-08-04 14:27:17
28172.65,9938,503.18,2008-08-17 21:33:10
96996.45,4134,470.3,2008-09-16 21:29:51
82818.31,8418,174.87,2008-03-28 23:50:02
43679.55,4555,474.56,2008-04-21 23:18:50
21914.61,6150,920.89,2008-05-26 01:14:36
93403.63,6913,876.4,2008-09-22 23:57:32
85164.64,4713,465.65,2008-10-15 21:20:18
26879.8,9319,993.69,2008-05-28 11:29:10
78922.61,7942,657.71,2008-09-03 08:18:52
53309.3,8273,495.6,2008-03-27 23:18:15
26885.59,4412,512.93,2008-10-05 03:39:39
89228.34,8076,240.79,2008-08-31 23:41:57
72509.1,4738,317.58,2008-03-21 18:09:41
59759.11,8074,532.28,2008-03-29 05:40:07
58483.19,9012,319.0,2008-09-15 18:08:48
43806.32,5779,491.72,2008-07-20 18:04:09
39578.28,4089,327.88,2008-03-08 13:04:05
72532.81,9531,997.8,2008-07-02 14:00:52
25880.97,9290,260.11,2008-03-19 13:22:06
34452.25,4079,723.74,2008-12-23 11:06:39
25488.23,8951,642.33,2008-07-02 22:33:53
49788.62,6894,622.13,2008-07-17 16:32:02
41363.7,5383,804.83,2008-07-26 19:05:57
40010.8,8439,234.25,2008-05-02 10:30:03
44246.89,7951,173.4,2008-04-15 12:39:27
58712.44,5494,731.61,2008-07-25 22:33:59
27454.64,7571,181.88,2008-12-13 02:22:07
99358.44,7738,285.68,2008-06-30 19:34:17
69388.52,4054,733.97,2008-10-11 12:43:18
64709.99,5478,377.1,2008-09-15 12:34:14
90278.88,9911,100.79,2008-07-13 07:10:20
66288.17,9487,949.56,2008-09-30 20:09:54
41503.88,5888,579.69,2008-07-23 00:37:21
98688.4,5197,114.6,2008-11-22 03:27:51
54997.35,6404,360.86,2008-01-18 21:57:56
27111.37,5230,168.88,2008-08-04 08:29:25
94736.22,8263,411.43,2008-02-17 10:02:39
78559.93,6090,447.89,2008-06-08 11:35:06
72105.31,4648,720.51,2008-10-10 13:14:18
29714.57,8999,835.84,2008-01-11 05:21:51
17111.49,8179,299.88,2008-09-15 20:28:31
10819.5,7133,257.57,2008-08-31 15:02:44
86836.44,8254,617.33,2008-12-02 15:55:35
37326.15,9023,725.45,2008-11-28 12:31:34
61456.55,6591,425.3,2008-10-08 19:52:30
62292.41,7692,336.27,2008-11-26 11:17:10
81019.14,9234,976.46,2008-06-04 02:20:06
24432.2,4916,335.78,2008-03-19 20:09:08
27213.36,6468,497.18,2008-08-12 10:48:40
53794.61,5600,441.89,2008-02-24 07:57:22
38593.9,7494,742.84,2008-09-24 11:25:14
37497.59,5364,199.79,2008-10-12 23:29:41
92675.83,7031,430.4,2008-07-04 21:40:21
30859.78,7054,102.3,2008-08-24 17:43:14
37272.48,7123,874.17,2008-11-03 01:15:27
56471.4,7753,615.1,2008-10-26 17:30:36
10700.16,6835,988.76,2008-05-10 15:53:20
16314.95,6745,852.93,2008-09-11 20:08:07
91735.33,6325,912.74,2008-07-05 14:37:42
11840.68,5246,757.16,2008-08-06 08:35:19
26180.38,8337,969.33,2008-03-22 11:34:08
69476.68,9301,371.77,2008-04-19 06:26:51
80483.25,7199,436.33,2008-10-25 20:38:46
12525.3,7368,959.41,2008-07-24 19:43:02
36683.57,6949,959.39,2008-03-06 12:56:51
68220.3,8722,198.64,2008-07-11 21:22:41
55567.35,8144,157.8,2008-11-11 17:01:52
95878.2,9569,264.68,2008-12-20 15:25:08
43266.54,5129,369.71,2008-09-29 07:59:44
35501.52,8951,773.11,2008-10-13 13:05:17
37402.43,9593,196.17,2008-03-22 10:38:01
21634.35,6942,181.82,2008-10-05 00:26:10
66090.56,8124,180.62,2008-06-23 18:38:22
84153.1,8200,255.22,2008-09-07 13:23:14
62630.63,7273,992.87,2008-03-06 01:58:51
37429.97,5321,488.66,2008-08-23 17:18:52
34410.79,7013,302.38,2008-07-23 06:28:12
91161.5,8659,491.93,2008-07-30 13:49:02
41160.96,6837,646.1,2008-01-04 17:51:50
80263.52,8163,568.92,2008-01-19 18:06:28
97889.23,9442,215.43,2008-03-10 16:48:45
44263.14,9553,575.65,2008-12-20 02:25:31
28099.57,4513,389.9,2008-04-18 16:13:32
93678.99,7814,190.65,2008-03-12 07:04:23
91654.27,9347,600.21,2008-10-26 00:36:00
45032.14,7483,313.9,2008-10-01 17:06:15
59316.43,5423,528.8,2008-07-12 03:55:29
59476.13,9328,764.71,2008-10-17 13:21:00
25606.87,7444,604.98,2008-02-13 03:47:13
49951.2,4002,106.95,2008-05-15 17:55:43
65180.18,8161,935.21,2008-02-28 08:40:04
82189.28,8168,239.3,2008-06-22 19:03:41
42302.8,9435,738.52,2008-06-10 07:06:18
44904.28,5720,501.77,2008-12-18 01:48:34
49541.35,4049,694.98,2008-09-22 18:12:03
44683.79,6504,941.35,2008-11-18 12:18:32
68898.55,6012,342.57,2008-02-10 15:36:43
99884.4,8850,224.43,2008-03-22 07:31:56
29074.86,5122,380.89,2008-06-02 16:45:37
83951.58,5039,873.76,2008-01-05 14:30:53
51735.68,9067,306.69,2008-01-27 22:16:01
58949.78,5858,416.7,2008-12-19 02:04:39
42704.31,9344,242.98,2008-02-09 20:27:23
28930.64,5375,738.59,2008-04-10 23:03:15
80622.34,8899,539.33,2008-03-28 17:15:24
48756.8,4531,130.61,2008-08-27 03:04:55
44680.29,4467,972.42,2008-11-30 10:12:56
98762.16,8516,319.86,2008-03-07 00:19:40
97426.59,7100,557.53,2008-12-20 14:58:33
39806.51,8881,283.65,2008-12-25 23:10:34
31812.82,7612,503.1,2008-09-23 12:14:46
11859.13,7483,684.8,2008-05-05 11:18:01
11382.39,8986,112.73,2008-02-08 22:12:21
96120.86,7135,595.53,2008-04-14 09:23:44
76407.1,9763,871.66,2008-09-13 04:27:32
67250.31,6199,374.11,2008-11-10 07:03:20
86043.74,7309,494.96,2008-08-16 12:28:25
93792.95,6793,497.77,2008-07-14 04:56:20
26227.87,7232,656.51,2008-07-27 12:10:26
41776.9,5512,472.39,2008-02-20 17:09:11
14348.92,6476,481.98,2008-12-20 12:04:46
99744.98,9296,621.38,2008-03-20 01:44:00
40403.27,6436,710.64,2008-03-11 14:45:16
18548.21,6991,741.45,2008-03-03 00:08:57
39741.6,9007,804.18,2008-08-18 04:15:28
89192.13,5347,910.78,2008-05-13 13:23:59
65138.14,7244,793.53,2008-05-31 02:04:55
54309.74,5493,472.31,2008-03-09 22:51:31
11763.23,5796,129.73,2008-07-08 15:41:46
25541.3,6707,315.13,2008-03-17 09:45:20
46905.19,6402,509.82,2008-02-02 22:01:32
84144.99,5247,389.34,2008-09-27 14:47:41
38476.21,6310,722.8,2008-09-04 22:21:40
43399.5,8529,966.52,2008-05-27 10:59:29
41662.1,6291,846.72,2008-10-08 20:58:32
18522.12,5676,654.19,2008-10-02 11:43:40
93797.39,9464,313.94,2008-11-11 22:01:56
83190.76,6366,107.65,2008-06-17 18:29:33
89931.37,9230,722.46,2008-04-27 06:24:27
12121.3,5125,823.1,2008-07-09 21:20:21
44202.55,5334,233.65,2008-10-22 11:45:04
61201.69,8665,922.66,2008-04-25 07:48:52
47669.2,5730,552.8,2008-08-10 15:46:35
95064.72,5161,418.16,2008-08-11 15:36:08
28554.46,4999,152.78,2008-05-14 21:42:33
49079.63,8036,332.5,2008-02-11 23:20:59
82406.57,5654,435.11,2008-06-26 01:15:53
63398.94,6111,749.15,2008-12-28 04:59:22
19626.61,6529,877.88,2008-02-24 22:10:28
48432.39,4011,733.27,2008-02-21 22:57:22
98493.6,6081,858.14,2008-07-08 02:27:41
94952.23,4606,152.81,2008-06-22 12:07:02
65939.68,8614,822.29,2008-10-22 10:04:04
89267.38,8933,487.89,2008-07-15 13:01:42
37412.34,8331,781.49,2008-06-05 12:06:18
38871.32,9970,507.84,2008-06-16 04:26:32
92594.18,5992,722.96,2008-11-13 12:26:25
14192.91,4900,132.15,2008-02-21 21:03:04
61153.4,7243,262.96,2008-10-20 09:11:14
39084.65,6482,449.62,2008-01-10 15:02:44
62440.8,4416,795.61,2008-01-06 10:39:50
94291.51,8562,273.75,2008-08-18 15:27:49
64075.65,9188,846.22,2008-02-11 15:48:06
72398.26,4827,562.94,2008-05-24 16:14:24
49916.68,4195,385.41,2008-07-28 10:38:57
58750.28,7439,667.35,2008-11-05 03:05:30
85633.12,8898,405.75,2008-05-14 10:26:20
38303.97,8601,314.82,2008-10-22 20:21:58
40508.98,9880,326.66,2008-12-02 02:12:09
53812.27,9284,205.2,2008-10-24 22:20:47
88671.4,6671,117.93,2008-04-25 18:08:54
91718.26,6400,716.37,2008-06-04 23:26:34
45144.58,9770,108.99,2008-01-31 13:06:15
58885.34,7836,219.27,2008-03-28 20:58:21
80010.71,8564,193.21,2008-10-16 02:39:02
67677.27,9880,282.61,2008-10-12 07:06:34
76043.74,4308,688.94,2008-05-04 07:32:22
45529.84,5394,645.43,2008-07-14 06:50:20
63815.56,7516,845.32,2008-01-26 07:43:46
30256.62,6084,891.12,2008-07-24 07:23:06
99559.74,9638,302.11,2008-03-06 00:45:29
24404.3,7424,928.4,2008-04-06 08:35:28
53380.77,8649,390.51,2008-05-28 16:11:47
17637.7,5914,520.54,2008-08-09 10:22:37
52172.19,6274,884.13,2008-05-18 22:53:59
71547.47,5478,369.61,2008-05-09 21:03:39
24424.62,5935,419.57,2008-05-10 15:30:58
35036.71,7454,220.96,2008-10-11 19:06:56
39120.88,8008,639.17,2008-06-29 05:05:16
89260.43,8287,655.45,2008-09-12 12:21:05
24692.86,5857,443.22,2008-03-17 14:44:17
71684.77,6631,476.13,2008-04-24 22:41:23
72080.66,9556,836.4,2008-10-28 17:47:59
89856.57,9250,439.4,2008-10-07 22:41:45
43260.65,5452,237.7,2008-05-09 16:04:12
94928.24,7176,210.44,2008-11-10 08:28:58
93714.94,4216,167.1,2008-08-15 08:14:21
68732.48,7909,652.81,2008-01-13 02:35:58
88499.15,9146,367.35,2008-07-02 02:11:20
11801.78,7356,106.13,2008-01-11 17:42:00
91627.3,9509,969.4,2008-02-22 16:17:34
67165.65,7449,272.3,2008-06-28 00:27:47
27010.2,4847,498.83,2008-05-29 11:47:35
82409.92,6538,903.9,2008-10-19 12:55:27
99979.59,8603,944.61,2008-10-30 03:18:44
45186.7,4816,321.5,2008-08-25 00:47:47
12264.37,4962,571.77,2008-01-12 16:49:28
26431.2,8418,159.46,2008-08-13 02:24:48
13163.7,7820,679.65,2008-10-12 13:57:58
27700.78,7273,866.54,2008-06-27 22:47:50
26639.59,9719,637.59,2008-05-02 13:47:06
97491.85,4037,648.9,2008-03-15 21:03:22
48161.74,5752,638.51,2008-08-15 23:51:11
36158.9,8503,847.98,2008-12-22 01:46:14
87806.17,4797,582.81,2008-05-25 05:56:23
26164.4,7591,612.58,2008-10-07 05:07:09
12156.87,4709,446.59,2008-11-08 11:24:34
58438.4,4433,462.35,2008-10-03 20:41:15
34696.13,4506,995.55,2008-02-13 02:58:12
14565.65,8146,814.3,2008-12-22 09:32:25
61702.18,8254,307.58,2008-05-13 10:22:11
87959.7,5994,317.94,2008-05-01 21:50:47
56139.71,5575,968.2,2008-06-28 10:50:18
63768.27,6460,339.75,2008-08-04 19:44:35
17855.46,8125,581.98,2008-10-29 12:29:43
53336.46,9765,385.42,2008-06-28 04:05:05
83234.84,5895,565.14,2008-12-04 05:14:17
15310.74,9138,430.43,2008-04-27 02:09:37
60377.6,7506,555.73,2008-02-03 20:37:28
99598.77,7880,864.17,2008-12-25 05:41:58
71777.76,4156,722.66,2008-01-09 13:05:10
81099.8,7410,603.46,2008-02-11 01:58:58
59856.64,7280,639.32,2008-04-12 20:46:14
95325.53,4343,743.3,2008-06-20 10:11:27
15541.75,6085,242.18,2008-12-09 08:30:59
89150.31,8611,102.82,2008-07-31 11:50:36
53813.19,5207,654.81,2008-03-31 13:07:43
98663.45,7127,632.84,2008-03-21 13:44:40
31422.0,8048,388.14,2008-01-17 12:03:37
76610.9,6023,239.28,2008-12-05 21:48:28
94710.59,7406,947.87,2008-01-14 09:35:34
78792.76,5544,529.25,2008-03-22 22:49:25
50255.81,6561,406.6,2008-05-18 05:48:10
31684.66,8952,954.26,2008-03-13 04:26:11
62722.88,4991,421.81,2008-10-02 20:54:39
30164.22,7301,448.2,2008-03-21 21:56:26
48078.57,7690,715.54,2008-04-03 07:32:05
72255.25,5604,626.56,2008-10-08 06:58:06
49338.62,9538,859.37,2008-04-03 16:16:47
35763.92,8729,770.16,2008-04-23 12:32:09
83808.72,5295,319.52,2008-06-12 18:52:48
48125.3,4476,180.35,2008-06-06 23:20:30
41377.73,7306,206.67,2008-05-12 05:47:36
17042.4,6403,190.26,2008-01-05 20:23:42
23855.52,6058,795.1,2008-01-28 04:02:21
14784.56,9970,528.48,2008-05-28 08:34:09
80684.3,4708,133.32,2008-02-05 19:16:43
96213.84,5060,453.86,2008-07-21 16:31:21
62513.26,4074,538.58,2008-03-09 13:09:00
54450.6,9350,493.9,2008-07-23 17:46:37
30332.89,7918,228.76,2008-04-20 07:26:02
84997.1,5019,973.77,2008-04-18 14:47:41
59942.68,6791,562.24,2008-08-25 06:00:01
66200.8,9262,418.7,2008-11-24 07:31:19
51961.32,7721,608.9,2008-08-22 15:38:19
11912.44,6906,306.45,2008-11-15 20:27:37
60970.11,5263,338.81,2008-06-07 14:13:15
80787.66,4085,767.15,2008-04-30 20:00:43
79959.15,5607,198.47,2008-10-04 14:11:43
62326.38,7529,533.33,2008-07-30 21:50:44
49929.65,6325,497.1,2008-07-18 20:00:03
75521.41,8287,213.49,2008-04-24 19:56:59
67769.9,9273,417.92,2008-03-06 08:48:18
69753.68,6514,812.13,2008-08-05 08:16:33
23954.38,8836,290.95,2008-07-08 07:41:20
50259.6,5509,281.86,2008-11-24 08:02:18
19108.5,4151,101.3,2008-09-05 01:16:47
38927.19,6809,542.91,2008-01-15 03:59:29
21166.11,5183,976.44,2008-01-14 09:56:20
57983.41,8576,738.63,2008-09-24 22:41:01
95808.72,5292,330.11,2008-02-06 19:52:56
99314.2,4229,724.61,2008-08-22 14:34:54
11021.7,7528,159.58,2008-08-31 02:22:04
94636.58,9075,812.6,2008-01-03 21:58:54
13166.42,7648,769.78,2008-06-13 06:43:18
98402.4,5616,451.34,2008-08-02 19:04:50
71449.7,6794,793.47,2008-07-14 14:09:00
74579.83,5780,751.74,2008-02-19 08:34:59
79795.21,9562,355.35,2008-09-03 18:07:49
58699.81,5958,536.77,2008-12-06 15:37:13
40288.71,6519,242.56,2008-06-22 18:34:41
69257.86,8975,555.4,2008-08-22 06:14:20
92932.34,8611,439.32,2008-08-05 01:38:23
51198.8,4139,922.13,2008-06-17 18:18:01
37508.81,6186,188.74,2008-09-02 10:37:16
92650.75,9388,404.26,2008-04-04 23:33:43
40912.67,7559,795.11,2008-05-31 06:15:57
34806.59,9220,922.1,2008-08-05 01:04:58
83646.48,5533,163.61,2008-02-15 16:38:21
94717.22,7164,494.4,2008-12-20 10:48:07
16953.91,6285,794.61,2008-10-02 00:16:24
77291.96,4286,343.66,2008-07-24 03:09:52
73276.82,9276,194.8,2008-03-10 06:39:59
96376.3,6274,958.16,2008-08-19 22:36:49
78960.61,7151,515.47,2008-12-25 13:14:14
17606.7,9365,120.96,2008-01-22 14:47:42
40709.24,6710,536.84,2008-12-17 02:58:11
23226.38,5866,289.3,2008-10-07 23:58:51
44756.77,6328,698.3,2008-12-06 07:28:13
36011.52,4433,925.94,2008-05-30 15:15:51
71518.73,4141,271.72,2008-09-29 10:51:36
97206.96,6938,293.32,2008-10-23 19:05:50
10356.44,4696,431.43,2008-01-15 08:13:06
24290.2,8501,337.23,2008-10-31 16:11:00
82503.58,6498,100.33,2008-02-16 07:25:44
12014.17,5569,302.32,2008-09-15 09:29:36
53550.38,5897,735.0,2008-06-24 17:25:13
69811.86,6815,926.4,2008-06-27 06:40:05
80723.87,9895,619.4,2008-08-31 19:21:52
45373.22,6855,666.18,2008-09-23 23:56:14
50183.18,9796,609.21,2008-02-12 07:24:55
52686.5,6678,290.59,2008-07-04 03:51:24
66775.75,9617,792.91,2008-09-06 14:07:36
53229.79,4454,225.97,2008-12-19 11:06:41
51047.31,9427,391.6,2008-09-20 13:02:17
72421.8,8375,179.27,2008-01-10 04:29:22
91690.28,4391,550.86,2008-11-22 17:49:09
85106.3,5096,170.74,2008-06-25 09:34:51
62672.45,7211,554.58,2008-05-21 06:11:48
24279.92,5617,734.88,2008-08-10 15:22:49
49686.44,8151,547.32,2008-01-26 04:07:47
88922.52,8301,884.56,2008-07-28 11:41:43
43508.81,4638,732.29,2008-01-24 19:53:53
58936.62,9667,280.4,2008-09-17 10:44:34
50853.78,7763,626.31,2008-03-30 20:56:44
69522.88,6807,313.23,2008-10-21 04:14:00
97922.8,5855,513.36,2008-10-19 13:39:05
44225.54,6231,806.53,2008-04-13 23:34:48
16786.76,4617,859.22,2008-11-06 06:46:38
79678.34,6927,547.94,2008-06-13 17:58:42
56963.3,8067,423.71,2008-03-20 12:39:28
18520.58,6723,301.47,2008-03-16 05:19:07
65322.93,6331,347.99,2008-01-18 03:49:08
53454.44,9760,617.94,2008-01-13 14:19:52
67684.3,6457,411.36,2008-08-12 18:09:13
33609.2,7564,177.4,2008-07-08 15:00:31
56250.97,7123,414.91,2008-11-28 23:30:58
35345.5,7903,692.97,2008-08-23 21:34:16
41794.3,8229,510.87,2008-03-28 19:43:15
62665.94,7459,536.6,2008-01-15 04:37:01
43140.15,5155,832.57,2008-03-17 09:54:50
75456.29,7546,487.92,2008-09-25 20:12:04
18987.55,4225,915.58,2008-06-19 17:28:24
38498.14,6362,129.5,2008-08-09 16:21:53
37229.91,6417,498.7,2008-12-04 04:58:15
36257.61,5570,459.2,2008-06-07 12:03:00
66263.81,5786,542.25,2008-09-02 23:27:45
65949.39,7266,580.34,2008-08-16 17:31:47
71303.38,6113,151.63,2008-10-14 06:09:28
16442.13,8266,837.57,2008-11-14 16:04:58
34097.18,8251,544.66,2008-01-14 01:24:05
28365.39,7657,575.79,2008-05-11 01:50:54
82915.19,5148,181.43,2008-11-20 19:24:48
56754.46,5779,809.3,2008-08-20 23:17:51
55800.76,4855,596.16,2008-06-02 05:36:05
68572.77,4132,657.5,2008-11-29 19:18:27
15919.52,8119,623.39,2008-02-02 21:30:31
25327.4,5034,281.51,2008-10-12 07:06:01
10078.6,8332,482.85,2008-05-14 18:06:57
41036.21,4587,513.53,2008-12-01 02:18:03
64957.55,9646,955.58,2008-08-06 15:07:07
18670.24,5010,378.24,2008-10-18 03:33:00
96111.69,6305,510.5,2008-07-17 01:44:31
81134.39,4754,161.15,2008-12-29 21:32:54
30869.0,4956,594.25,2008-03-23 14:04:58
98121.37,4399,188.54,2008-12-17 23:08:24
96048.48,5203,990.82,2008-04-17 02:40:14
97908.27,8326,782.39,2008-11-19 09:27:56
60071.86,5374,994.21,2008-10-14 20:50:35
47456.59,4726,520.31,2008-06-14 04:52:07
24612.15,6968,735.43,2008-12-17 11:33:43
43596.17,6615,838.58,2008-02-22 20:51:01
57862.89,6807,102.32,2008-08-23 10:22:06
69075.17,5450,729.96,2008-07-21 22:59:07
82460.25,5210,444.46,2008-03-05 03:51:36
53361.1,4735,371.9,2008-04-20 03:31:55
96035.49,9690,229.4,2008-09-13 01:07:16
57257.75,9562,162.16,2008-10-07 17:31:20
44058.57,9357,747.41,2008-04-24 06:35:48
63348.73,4323,923.68,2008-11-13 07:47:32
40213.6,6954,566.4,2008-10-09 11:21:41
86758.42,5261,847.99,2008-11-20 08:37:13
26895.48,9129,188.76,2008-02-01 10:58:46
25711.46,8161,186.17,2008-03-26 14:01:12
76857.36,7094,745.7,2008-09-27 09:01:41
29166.9,5568,864.58,2008-05-05 11:44:53
97070.66,7788,202.5,2008-05-31 20:11:17
79310.24,7142,342.8,2008-11-11 13:33:09
98901.67,5661,280.66,2008-01-20 18:01:20
72067.82,4532,289.69,2008-10-20 00:13:28
57801.67,6349,208.84,2008-08-08 12:18:17
28117.73,5729,465.9,2008-01-10 12:27:27
18377.77,6649,318.93,2008-07-14 13:13:14
76582.43,6013,353.77,2008-02-23 18:25:29
68300.21,9794,569.39,2008-11-03 12:15:46
56904.86,6416,584.69,2008-12-18 21:06:36
37811.18,5358,310.19,2008-12-31 03:12:44
61895.33,9504,333.54,2008-12-17 07:59:31
78059.82,8662,739.35,2008-12-04 11:02:41
51824.44,8024,682.7,2008-02-09 15:06:40
45695.24,5879,941.85,2008-07-31 01:52:35
43883.43,6541,998.51,2008-04-15 22:36:44
19796.29,9706,848.55,2008-12-28 12:28:23
99254.56,8482,102.65,2008-06-05 06:38:34
37073.82,5560,247.15,2008-08-06 17:23:45
86608.15,4687,671.18,2008-01-10 01:16:00
21881.53,9471,617.96,2008-11-28 06:02:47
39395.8,7095,309.1,2008-04-27 08:08:58
45692.9,7626,371.41,2008-10-11 22:21:32
89189.86,9113,415.96,2008-05-15 16:24:46
94619.94,9836,694.62,2008-06-29 07:00:53
48267.15,9586,843.5,2008-12-05 15:57:34
98226.5,4165,816.16,2008-06-16 17:21:09
60954.44,9473,969.8,2008-07-31 18:32:55
78788.57,4256,310.5,2008-07-30 04:15:59
10215.95,7012,584.12,2008-02-29 18:23:50
83967.2,5597,579.35,2008-02-12 06:34:26
31629.0,8691,196.23,2008-01-21 12:15:31
40799.77,7904,907.58,2008-05-08 21:17:37
65545.8,4287,484.5,2008-07-20 14:59:44
66569.84,7388,971.83,2008-11-10 10:41:14
81250.97,6182,239.85,2008-09-09 01:40:59
85145.17,5922,754.93,2008-03-23 11:28:44
26792.38,9147,547.93,2008-12-02 16:27:03
92797.7,5278,570.17,2008-02-01 10:45:02
84068.38,8815,947.11,2008-02-04 12:06:29
11960.45,8255,744.78,2008-04-19 04:46:19
51974.69,5438,600.8,2008-12-31 07:06:34
32265.3,9514,808.24,2008-03-07 06:00:04
63981.18,8453,717.36,2008-04-02 10:08:24
52554.7,5271,262.45,2008-11-01 08:11:45
67086.33,5699,592.11,2008-04-07 07:53:19
32643.74,4633,569.4,2008-04-14 03:14:42
80668.1,8605,120.89,2008-04-20 22:33:20
